鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
淡水區,房地(土地+建物)+車位,新北市淡水區新市二路二段31~60號,18.02,住,,,1081105,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070227,127.58,2,2,1,有,有,6660000,53261.0,坡道平面,29.76,1450000,,RPQQMLLKKIOFFEF38CA
汐止區,房地(土地+建物)+車位,新北市汐止區大同路二段241~270號,7.29,住,,,1081105,土地1建物1車位1,十五層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001223,93.42,2,1,1,有,有,11500000,123100.0,坡道平面,19.76,0,含增建或未登記建物。;,RPSPMLOKJHPFFDF58CA
淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路一段31~60號,24.56,住,,,1081029,土地1建物1車位1,六層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080306,149.94,3,1,2,有,有,9950000,71480.0,坡道平面,26.13,1100000,,RPTNMLTKKIOFFEF56CA
淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路一段31~60號,16.43,住,,,1081024,土地1建物1車位1,六層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080306,115.83,2,1,1,有,有,7330000,71504.0,坡道平面,30.1,1200000,,RPVNMLTKKIOFFEF76CA
三重區,房地(土地+建物)+車位,新北市三重區環河北路三段481~510號,24.84,住,,,1081027,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980121,178.01,3,2,2,有,有,20450000,114881.0,坡道平面,38.34,0,,RPSNMLTJKIOFFGF56CA
中和區,房地(土地+建物),新北市中和區景新街481~510號,5.34,住,,,1081120,土地1建物1車位0,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860318,31.82,0,0,0,無,有,3500000,109994.0,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPWSMLQKKIOFFHF37CA
中和區,房地(土地+建物)+車位,新北市中和區景平路181~210號,9.35,住,,,1081109,土地3建物2車位1,七層,四十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0861104,187.51,4,2,2,有,有,16800000,89595.0,坡道平面,0.0,1800000,,RPOSMLRKKIOFFHF66CA
樹林區,房地(土地+建物),新北市樹林區學勤路211~240號,10.48,商,,,1081110,土地1建物1車位0,十六層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951101,88.43,2,2,1,有,有,8910000,100758.0,,0.0,0,,RPXOMLQKKIOFFIF17CA
三峽區,房地(土地+建物),新北市三峽區中華路121~150號,12.05,住,,,1081110,土地1建物1車位0,八層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841129,124.9,3,2,2,有,有,8000000,64051.0,,0.0,0,含增建或未登記建物。;,RPSPMLNKKIOFFIF09CA
板橋區,房地(土地+建物),新北市板橋區金門街47巷1~30號,15.77,住,,,1081104,土地1建物1車位0,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940621,103.45,3,2,2,有,有,9500000,91832.0,,0.0,0,含增建或未登記建物。,RPVQMLTJKIOFFAF66DA
土城區,房地(土地+建物),新北市土城區金城路三段181~210號,8.76,住,,,1081027,土地1建物1車位0,十一層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851116,101.38,3,2,1,有,有,9280000,91537.0,,0.0,0,含增建或未登記建物。,RPPNMLPKKIOFFAF08DA
板橋區,房地(土地+建物)+車位,新北市板橋區漢生東路241~270號,18.15,其他,,,1081118,土地1建物1車位1,十五層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990705,248.8,4,2,2,有,有,42500000,195131.0,坡道平面,43.82,2500000,,RPXPMLQJKIOFFAF09DA
新莊區,房地(土地+建物)+車位,新北市新莊區中平路377巷17弄31~60號,17.6,住,,,1081027,土地1建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960706,149.66,3,2,2,有,有,17380000,122861.0,坡道平面,22.85,1800000,,RPUPMLTJKIOFFBF56DA
林口區,房地(土地+建物)+車位,新北市林口區中山路511~540號,17.6,商,,,1081024,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960927,179.45999999999995,3,2,2,有,有,10880000,65157.0,坡道平面,32.43,1300000,含增建或未登記建物。,RPXNMLPKKIOFFBF98DA
汐止區,房地(土地+建物),新北市汐止區福德一路201巷31~60號,9.0,住,,,1081115,土地1建物1車位0,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830204,72.34,2,2,1,有,有,6700000,92618.0,,0.0,0,含增建或未登記建物。,RPRPMLTJKIOFFDF09DA
淡水區,房地(土地+建物)+車位,新北市淡水區民權路187巷1~30號,21.7,住,,,1081118,土地1建物1車位1,五層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080211,181.42,2,2,2,有,有,18300000,111851.0,坡道平面,35.69,2000000,,RPSNMLOKKIOFFEF68DA
蘆洲區,房地(土地+建物)+車位,新北市蘆洲區光華路110巷1~30號,18.7,住,,,1081101,土地1建物1車位1,六層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820116,138.79,3,2,2,有,有,12380000,99184.0,坡道平面,32.13,1800000,,RPTQMLKLKIOFFGF98DA
板橋區,房地(土地+建物),新北市板橋區民生路三段301~330號,1.89,住,,,1081127,土地1建物1車位0,八層,三十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0950914,55.75,1,1,1,有,有,7280000,130583.0,,0.0,0,,RPVNMLOKJHPFFAF58EA
汐止區,房地(土地+建物)+車位,新北市汐止區樟樹二路271~300號,33.4,住,,,1081017,土地1建物1車位2,十五層，十六層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900314,240.0,4,3,2,有,有,15000000,62500.0,坡道平面,71.22,0,,RPRNMLMJJHPFFDF18EA
淡水區,房地(土地+建物)+車位,新北市淡水區中山北路三段31巷91~120號,39.1,住,,,1081102,土地1建物1車位1,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010521,235.77,4,2,2,有,有,15860000,67269.0,坡道平面,21.04,0,,RPWPMLKKJHPFFEF88EA
八里區,房地(土地+建物)+車位,新北市八里區龍米路二段31~60號,14.51,住,,,1081014,土地1建物2車位1,十六層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021111,180.62,2,2,2,有,有,15000000,93367.0,坡道平面,36.02,1500000,,RPUPMLKKJHPFFEF68EA
中和區,房地(土地+建物),新北市中和區安平路61~90號,9.43,住,,,1081101,土地1建物1車位0,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850325,80.22,2,1,1,有,有,10200000,127150.0,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPRQMLTJKIOFFHF07EA
淡水區,房地(土地+建物)+車位,新北市淡水區淡金路38巷1~30號,9.77,住,,,1081028,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020828,108.64,2,2,1,有,有,7800000,71797.0,坡道機械,18.06,0,陽台外推,RPOQMLSKKIOFFEF09EA
樹林區,房地(土地+建物)+車位,新北市樹林區大雅路391~420號,14.82,住,,,1081015,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960629,103.71,2,1,1,有,有,7000000,67496.0,坡道平面,16.02,0,,RPVPMLSKKIOFFIF37DA
三峽區,房地(土地+建物)+車位,新北市三峽區三樹路271~300號,18.32,住,,,1081117,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940609,145.5,3,2,2,有,有,11250000,81614.0,坡道平面,24.81,1400000,含增建或未登記建物。總價拆分為土地：810萬元；建物315萬元,RPXNMLLKKIOFFIF66DA
永和區,房地(土地+建物),新北市永和區環河東路三段1~30號,10.26,住,,,1081031,土地1建物1車位0,十八層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920821,136.85,3,2,2,有,有,17880000,130654.0,,0.0,0,含增建或未登記建物。,RPWOMLMKKIOFFHF66DA
汐止區,房地(土地+建物),新北市汐止區福德一路121~150號,12.29,住,,,1081109,土地1建物1車位0,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970722,75.85,2,2,1,有,有,8280000,109163.0,,0.0,0,含增建或未登記建物。,RPOPMLRKKIOFFDF68DA
汐止區,房地(土地+建物),新北市汐止區樟樹二路277巷1~30號,13.38,住,,,1081119,土地2建物1車位0,十一層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850123,102.51,3,2,2,有,有,8030000,78334.0,,0.0,0,,RPRQMLNKKIOFFDF68DA
新莊區,房地(土地+建物),新北市新莊區新北大道七段301~330號,4.97,住,,,1081009,土地2建物1車位0,十二層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880409,55.36,4,1,1,有,有,5300000,95737.0,,0.0,0,含增建或未登記建物。,RPPNMLPKKIOFFBF18DA
新莊區,房地(土地+建物)+車位,新北市新莊區中華路二段301~330號,15.13,住,,,1081103,土地1建物1車位1,五層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840608,139.08,3,2,2,有,有,11770000,84628.0,坡道平面,0.0,2000000,含增建或未登記建物。,RPUTMLNLKIOFFBF56DA
中和區,房地(土地+建物),新北市中和區南山路208巷1~30號,18.11,住,,,1081103,土地1建物1車位0,六層,十五層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0960528,133.82,3,2,2,有,有,18000000,134509.0,,0.0,0,含增建或未登記建物。;,RPSNMLLKKIOFFHF58CA
蘆洲區,房地(土地+建物),新北市蘆洲區環堤大道31~60號,8.24,住,,,1081005,土地1建物1車位0,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880727,67.6,3,1,1,有,有,6050000,89497.0,,0.0,0,含增建或未登記建物。;,RPPNMLKMKIOFFGF28CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市二路一段121~150號,17.55,住,,,1081023,土地1建物1車位1,十一層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061128,138.62,2,1,1,有,有,5750000,47638.0,坡道平面,37.86,950000,"親友、員工或其他特殊關係間之交易。;房地交易總價含機車停車位價款新台幣50,000元機車停車位面積6.24平方公尺。",RPTNMLNJJHPFFEF38CA
淡水區,房地(土地+建物)+車位,新北市淡水區濱海路三段148巷31~60號,39.11,商,,,1081027,土地1建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021007,159.12,3,2,2,有,有,8880000,55807.0,坡道平面,34.78,0,,RPVNMLKLKIOFFEF58CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市三路二段241~270號,10.34,商,,,1021113,土地1建物1車位1,十層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070525,149.23000000000005,3,2,2,有,有,10260000,77124.0,坡道平面,30.46,1100000,,RPSOMLQKKIOFFEF88CA
淡水區,房地(土地+建物),新北市淡水區新市一路一段151~180號,12.17,住,,,1081109,土地1建物1車位0,十七層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051020,80.4,2,1,1,有,有,5580000,69403.0,,0.0,0,,RPWQMLRKKIOFFEF96CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市二路一段91~120號,19.52,住,,,1081030,土地1建物1車位1,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061128,147.35000000000005,0,0,0,無,有,7950000,58212.0,坡道平面,34.83,1400000,"房地交易總價含機車停車位價款新台幣50,000元機車停車位面積6.24平方公尺。",RPPNMLTLKIOFFEF88CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市二路一段61~90號,19.9,住,,,1080712,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061128,152.78,0,0,0,無,有,5950000,43509.0,坡道平面,37.86,950000,"親友、員工或其他特殊關係間之交易。;房地交易總價含機車停車位價款新台幣50,000元機車停車位面積6.24平方公尺。",RPQNMLTLKIOFFEF98CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市二路一段91~120號,13.67,住,,,1080928,土地1建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061128,116.38,0,0,0,無,有,6000000,58584.0,坡道平面,37.86,1400000,"房地交易總價含機車停車位價款新台幣50,000元機車停車位面積6.24平方公尺。",RPRNMLTLKIOFFEF09CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市二路一段61~90號,13.45,住,,,1081020,土地1建物1車位1,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061128,111.37,0,0,0,無,有,5900000,58793.0,坡道平面,34.83,1400000,"房地交易總價含機車停車位價款新台幣50,000元機車停車位面積6.24平方公尺。",RPSNMLTLKIOFFEF56CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市二路一段121~150號,10.72,住,,,1081025,土地1建物1車位1,十三層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061128,104.88,0,0,0,無,有,5300000,58938.0,坡道平面,37.86,1350000,"房地交易總價含機車停車位價款新台幣50,000元機車停車位面積6.24平方公尺。",RPTNMLTLKIOFFEF66CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市二路一段91~120號,19.79,住,,,1081103,土地1建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061128,152.68,0,0,0,無,有,7680000,55130.0,坡道平面,37.86,1350000,"房地交易總價含機車停車位價款新台幣50,000元機車停車位面積6.24平方公尺。",RPVNMLTLKIOFFEF86CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市五路一段121~150號,19.14,住,,,1081109,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040515,129.53,2,1,1,有,有,6600000,50953.0,坡道平面,32.26,0,,RPQSMLQLKIOFFEF56CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市二路四段230巷61~90號,27.63,住,,,1081105,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080118,189.36,3,2,2,有,有,11880000,62738.0,坡道平面,32.76,0,,RPSPMLKKKIOFFEF38CA
淡水區,房地(土地+建物)+車位,新北市淡水區濱海路二段202巷65弄31~60號,16.47,住,,,1081119,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030327,131.59,2,2,2,有,有,7000000,53196.0,坡道機械,18.19,0,親友、員工或其他特殊關係間之交易。;,RPWOMLLKKIOFFEF78CA
淡水區,房地(土地+建物),新北市淡水區中山北路一段212巷1~30號,11.03,住,,,1081116,土地1建物1車位0,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840617,69.66,2,1,1,有,有,4690000,67327.0,,0.0,0,,RPVNMLOKKIOFFEF88CA
汐止區,房地(土地+建物)+車位,新北市汐止區康寧街751巷1~30號,14.12,其他,,,1081114,土地2建物1車位1,九層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850718,129.21,2,2,1,有,有,8100000,62689.0,坡道平面,0.0,0,含增建或未登記建物。;,RPXQMLLKKIOFFDF98CA
汐止區,房地(土地+建物),新北市汐止區康寧街631~660號,7.01,其他,,,1081116,土地2建物1車位0,八層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851211,41.2,1,1,1,有,有,4170000,101214.0,,0.0,0,陽台外推,RPXNMLQKKIOFFDF56CA
新店區,房地(土地+建物),新北市新店區北宜路二段331~360號,12.87,住,,,1081102,土地1建物1車位0,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910422,100.99,3,2,2,有,有,8300000,82186.0,,0.0,0,含增建或未登記建物。;,RPVOMLRKKIOFFCF09CA
新店區,房地(土地+建物),新北市新店區新坡一街61~90號,57.19,,山坡地保育區,丙種建築用地,1081016,土地1建物1車位0,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840704,120.79,4,2,2,有,有,11000000,91067.0,,0.0,0,含增建或未登記建物。;,RPTNMLMKKIOFFCF28CA
新莊區,房地(土地+建物)+車位,新北市新莊區中平路377巷17弄1~30號,9.76,住,,,1081029,土地1建物1車位1,一層，夾層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930607,110.37,4,1,2,有,有,14700000,147025.0,坡道平面,22.63,1800000,含增建或未登記建物。;,RPOPMLNLKIOFFBF08CA
林口區,房地(土地+建物)+車位,新北市林口區文化三路一段394巷1~30號,13.22,商,,,1081109,土地2建物1車位1,五層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950825,134.59,2,2,1,有,有,10600000,78758.0,坡道平面,34.38,0,,RPXRMLQKKIOFFBF76CA
林口區,房地(土地+建物)+車位,新北市林口區忠孝三路1~30號,41.84,住,,,1081107,土地1建物1車位2,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971208,323.7100000000001,3,2,2,有,有,28420000,87795.0,坡道平面,0.0,0,,RPPPMLTJKIOFFBF58CA
新莊區,房地(土地+建物)+車位,新北市新莊區立信三街35巷1~30號,13.64,住,,,1081109,土地1建物1車位1,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940324,127.29,3,2,2,有,有,12500000,98201.0,坡道平面,0.0,0,,RPPNMLKKKIOFFBF57CA
板橋區,房地(土地+建物),新北市板橋區篤行路三段31~60號,19.55,住,,,1081029,土地1建物1車位0,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890129,149.02,3,2,2,有,有,11880000,79721.0,,0.0,0,有附贈設備;有增建部分,RPVNMLKKKIOFFAF08CA
土城區,房地(土地+建物),新北市土城區水源街93巷1~30號,8.11,住,,,1081201,土地1建物1車位0,十四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841116,74.61999999999998,2,1,1,有,無,6850000,91798.0,,0.0,0,,RPOOMLKKKIOFFAF47CA
板橋區,房地(土地+建物)+車位,新北市板橋區長江路二段1~30號,9.37,住,,,1081104,土地2建物1車位1,十四層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850120,150.48,3,2,2,有,有,14400000,95694.0,坡道機械,0.0,0,,RPWPMLTJKIOFFAF56CA
新莊區,房地(土地+建物)+車位,新北市新莊區中平路81巷1~30號,16.85,住,,,1081025,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0800422,142.78,2,2,1,有,有,10750000,75291.0,坡道平面,32.37,0,,RPVPMLMKKIOFFBF58CA
林口區,房地(土地+建物)+車位,新北市林口區文化二路一段541~570號,12.95,商,,,1081115,土地1建物1車位1,十九層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961017,142.23000000000005,2,2,1,有,有,9000000,63278.0,坡道平面,41.77,0,,RPVRMLQKKIOFFBF56CA
汐止區,房地(土地+建物),新北市汐止區大同路二段241~270號,6.62,住,,,1081021,土地1建物1車位0,五層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001223,73.66,2,1,1,有,有,9800000,133044.0,,0.0,0,,RPPQMLLKKIOFFDF18CA
汐止區,房地(土地+建物)+車位,新北市汐止區龍安路28巷1~30號,12.17,商,,,1081111,土地1建物1車位1,二十三層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860703,157.45,3,2,2,有,有,15200000,96539.0,坡道平面,35.55,0,,RPVPMLTKKIOFFDF86CA
汐止區,房地(土地+建物)+車位,新北市汐止區湖前街110巷97弄1~30號,49.87,,山坡地保育區,丙種建築用地,1081115,土地4建物2車位1,三層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881202,191.62,4,2,2,有,有,16650000,86891.0,坡道平面,36.95,0,含增建或未登記建物。;,RPWNMLNLKIOFFDF88CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市二路二段121~150號,31.56,住,,,1081110,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050401,218.81,4,2,2,有,有,12600000,57584.0,坡道平面,30.04,0,,RPPNMLLKKIOFFEF97CA
淡水區,房地(土地+建物)+車位,新北市淡水區中山北路二段1~30號,16.66,住,,,1080907,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070126,126.15,2,2,1,有,有,8800000,69758.0,坡道平面,34.43,0,,RPQNMLLKKIOFFEF08CA
淡水區,房地(土地+建物)+車位,新北市淡水區民生路151~180號,12.72,住,,,1081009,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840801,110.7,2,1,1,有,有,6700000,60524.0,坡道平面,13.55,0,,RPPNMLRLKIOFFEF68CA
三重區,房地(土地+建物),新北市三重區長元街91~120號,9.0,住,,,1081108,土地1建物1車位0,三層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020806,91.16,2,1,1,有,有,12880000,141290.0,,0.0,0,,RPTPMLLKKIOFFGF78CA
三重區,房地(土地+建物)+車位,新北市三重區集英路61~90號,18.49,商,,,1081106,土地1建物1車位1,十八層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040702,170.45,3,2,2,有,有,22300000,143828.0,坡道平面,32.09,2400000,,RPRNMLLKKIOFFGF38CA
中和區,房地(土地+建物)+車位,新北市中和區民樂路1~30號,12.65,其他,,,1081104,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940426,162.43,4,2,2,有,有,15800000,97273.0,坡道平面,27.31,0,,RPTNMLMKKIOFFHF78CA
中和區,房地(土地+建物)+車位,新北市中和區景新街481~510號,18.03,住,,,1081104,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860318,132.57,3,2,2,有,有,13570000,102361.0,坡道機械,0.0,0,,RPTSMLQKKIOFFHF07CA
中和區,房地(土地+建物),新北市中和區連城路89巷31~60號,11.94,住,,,1081111,土地1建物1車位0,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980727,112.06,3,2,2,有,有,15500000,138319.0,,0.0,0,,RPQPMLKLKIOFFHF58CA
樹林區,房地(土地+建物)+車位,新北市樹林區俊保路1~30號,16.01,住,,,1081120,土地2建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871204,145.07999999999996,3,2,2,有,有,7950000,54797.0,坡道平面,0.0,0,,RPWQMLNKKIOFFIF96CA
樹林區,房地(土地+建物)+車位,新北市樹林區學勤路421~450號,15.58,商,,,1081120,土地1建物1車位1,十七層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971030,188.02,3,2,2,有,有,15600000,82970.0,坡道平面,39.83,0,,RPSQMLQKKIOFFIF86CA
汐止區,房地(土地+建物)+車位,新北市汐止區福德一路91~120號,20.05,住,,,1080928,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970722,158.01999999999995,3,2,2,有,有,14500000,91761.0,坡道平面,0.0,1800000,含增建或未登記建物。,RPQPMLTKKIOFFDF09DA
汐止區,房地(土地+建物),新北市汐止區建成路142巷1~30號,9.33,商,,,1081018,土地1建物1車位0,五層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860423,93.84,2,2,2,有,有,9380000,99957.0,,0.0,0,含增建或未登記建物。,RPPQMLNKKIOFFDF48DA
淡水區,房地(土地+建物),新北市淡水區自立路15巷1~30號,10.17,商,,,1081109,土地1建物1車位0,九層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840510,113.83,2,2,2,有,有,9450000,83019.0,,0.0,0,含增建或未登記建物。權利人有兩人。,RPQQMLQKKIOFFEF98DA
淡水區,房地(土地+建物),新北市淡水區中正東路一段3巷14弄1~30號,8.98,住,,,1081029,土地2建物1車位0,十六層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961121,72.39,2,2,1,有,有,6680000,92278.0,,0.0,0,含增建或未登記建物。權利人為二人。,RPRQMLQKKIOFFEF09DA
永和區,房地(土地+建物)+車位,新北市永和區中山路一段91~120號,11.87,商,,,1081103,土地2建物1車位1,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0901219,149.55,4,2,3,有,有,19200000,140120.0,坡道機械,23.23,1500000,含增建或未登記建物。,RPXQMLMKKIOFFHF96DA
桃園區,房地(土地+建物)+車位,桃園市桃園區大有路331~360號,27.79,住,,,1081021,土地2建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030403,188.23,4,2,2,有,有,12600000,66939.0,坡道平面,29.99,0,,RPXQMLQJKIOFFAH66CA
桃園區,房地(土地+建物)+車位,桃園市桃園區大有路300巷1~30號,58.2,住,,,1081105,土地2建物1車位4,一層，夾層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030403,449.11,0,0,0,無,有,29580000,65864.0,坡道平面,119.96,0,,RPROMLLKKIOFFAH08CA
桃園區,房地(土地+建物)+車位,桃園市桃園區大有路721~750號,28.15,住,,,1081104,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040810,182.36,3,2,2,有,有,8680000,47598.0,坡道平面,43.26,0,,RPRRMLLKKIOFFAH38CA
桃園區,房地(土地+建物),桃園市桃園區大有路511~540號,11.23,住,,,1081015,土地1建物1車位0,十八層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840419,105.68,3,2,2,有,有,4800000,45420.0,,0.0,0,,RPTNMLPKKIOFFAH58CA
桃園區,房地(土地+建物)+車位,桃園市桃園區國聖一街121~150號,23.35,住,,,1081031,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870519,172.61,3,2,2,有,無,9500000,55037.0,坡道平面,0.0,0,,RPQSMLOLKIOFFAH78CA
楊梅區,房地(土地+建物)+車位,桃園市楊梅區梅獅路二段181~210號,27.16,住,,,1081013,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030105,179.72,4,2,2,有,有,6880000,38282.0,坡道平面,37.04,0,,RPSNMLTJKIOFFDH09CA
