鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
平鎮區,房地(土地+建物)+車位,桃園市平鎮區中庸路211~240號,21.85,住,,,1081104,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070928,167.67000000000004,3,2,2,有,無,8550000,51209.0,坡道平面,27.07,1350000,,RPQNMLSKKIOFFGH56CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區中正三路91~120號,25.78,商,,,1080925,土地1建物1車位1,四層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040511,242.05,4,2,3,有,有,10880000,44949.0,坡道平面,41.86,0,,RPUPMLNKJHPFFGH56CA
龜山區,房地(土地+建物)+車位,桃園市龜山區復興一路1~30號,30.05,其他,,,1081121,土地1建物1車位2,十二層,十八層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1030918,255.32,3,2,2,有,有,24900000,97525.0,坡道平面,58.84,0,,RPROMLTJKIOFFHH86CA
桃園區,房地(土地+建物)+車位,桃園市桃園區春日路658巷1~30號,17.72,住,,,1081102,土地1建物1車位1,十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881129,156.78,4,2,2,有,有,8300000,52940.0,坡道平面,0.0,0,含增建或未登記建物。;,RPOVMLNKKIOFFAH78DA
桃園區,房地(土地+建物),桃園市桃園區大有路541~570號,11.75,住,,,1081017,土地1建物1車位0,十一層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821224,107.38,3,2,2,有,有,5250000,48892.0,,0.0,0,含增建或未登記建物。;,RPSNMLMLKIOFFAH38DA
八德區,房地(土地+建物)+車位,桃園市八德區正福二街1~30號,15.47,商,,,1081026,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0981228,155.5,3,2,2,有,有,7630000,49068.0,坡道平面,0.0,1100000,,RPVNMLKKKIOFFFH88DA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區奉化路151~180號,21.69,其他,,,1081112,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940131,152.53,3,2,2,有,有,9000000,59005.0,坡道平面,0.0,1300000,含增建或未登記建物。;,RPRRMLNKKIOFFEH09DA
桃園區,房地(土地+建物)+車位,桃園市桃園區中埔六街91~120號,13.27,住,,,1081020,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900803,141.75,3,2,2,有,有,10580000,74638.0,坡道平面,0.0,1300000,含增建或未登記建物。;,RPUUMLNKKIOFFAH66DA
龜山區,房地(土地+建物)+車位,桃園市龜山區長慶三街1~30號,23.22,住,,,1081017,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080924,169.49,3,2,2,有,有,12030000,69550.0,坡道平面,23.84,1900000,,RPUNMLOLKIOFFHH76CA
龜山區,房地(土地+建物)+車位,桃園市龜山區長慶三街1~30號,13.99,住,,,1081118,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080924,109.26,2,2,1,有,有,7620000,67085.0,坡道平面,23.25,1850000,,RPVNMLOLKIOFFHH86CA
龜山區,房地(土地+建物)+車位,桃園市龜山區長慶三街31~60號,20.41,住,,,1081118,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080924,151.53,3,2,2,有,有,10080000,64453.0,坡道平面,23.84,1850000,,RPWNMLOLKIOFFHH96CA
龜山區,房地(土地+建物)+車位,桃園市龜山區長慶三街1~30號,17.11,住,,,1081118,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080924,130.2,3,2,2,有,有,9700000,73806.0,坡道平面,23.84,1850000,,RPXNMLOLKIOFFHH07CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區大興路1~30號,24.77,住,,,1081116,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041103,182.38,3,1,2,有,有,9920000,58109.0,坡道平面,35.76,1400000,,RPQNMLTKKIOFFEH09CA
八德區,房地(土地+建物)+車位,桃園市八德區長興路91~120號,21.82,商,,,1081019,土地1建物1車位1,十六層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041217,172.07999999999996,3,2,2,有,有,8650000,55011.0,坡道平面,38.47,1300000,,RPSOMLQLKIOFFFH66CA
八德區,房地(土地+建物)+車位,桃園市八德區公園路31~60號,70.63,住,,,1081016,土地1建物1車位2,十七層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041105,431.41,5,2,4,有,有,28600000,66294.0,坡道平面,0.0,0,,RPPNMLTLKIOFFFH56CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區營盤里19鄰長興路一段31~60號,19.6,住,,,1081110,土地1建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070123,135.75,2,1,2,有,有,9200000,67772.0,坡道平面,31.11,0,,RPWNMLQJJHPFFEH56CA
蘆竹區,房地(土地+建物),桃園市蘆竹區南山路一段31~60號,9.68,住,,,1081103,土地1建物1車位0,九層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840925,108.76,3,2,2,有,有,5100000,46892.0,,0.0,0,,RPTOMLKKKIOFFEH58CA
楊梅區,房地(土地+建物)+車位,桃園市楊梅區金德路1~30號,26.39,住,,,1081116,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051108,193.7,3,2,2,有,有,9800000,57297.0,坡道平面,41.86,1100000,,RPTNMLMKKIOFFDH58CA
龍潭區,房地(土地+建物)+車位,桃園市龍潭區神龍路391~420號,16.79,商,,,1081107,土地1建物1車位1,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960930,161.89999999999995,3,2,2,有,有,6650000,41075.0,坡道平面,0.0,0,,RPVNMLRJJHPFFCH98CA
中壢區,房地(土地+建物)+車位,桃園市中壢區金鋒四街50巷1~30號,11.16,其他,,,1081116,土地1建物1車位1,十二層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930706,132.38,2,2,1,有,有,5550000,41925.0,坡道平面,0.0,0,,RPRQMLLMKIOFFBH58CA
中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路239巷1~30號,13.25,住,,,1081029,土地1建物1車位1,五層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890302,163.47,3,2,2,有,有,6500000,39763.0,坡道平面,0.0,0,,RPSRMLNLKIOFFBH88CA
中壢區,房地(土地+建物),桃園市中壢區新興路181~210號,9.44,商,,,1081029,土地1建物1車位0,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840104,138.84,3,2,2,有,有,7450000,53659.0,,0.0,0,,RPXQMLKKKIOFFBH88CA
桃園區,房地(土地+建物)+車位,桃園市桃園區經國一路31~60號,14.75,商,,,1081025,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051102,148.96,3,2,2,有,有,11570000,83091.0,坡道平面,28.37,1550000,,RPXPMLKMKIOFFAH88CA
桃園區,房地(土地+建物),桃園市桃園區幸福路241~270號,9.83,商,,,1081110,土地1建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051102,90.19,2,2,2,有,有,6840000,75840.0,,0.0,0,,RPOQMLKMKIOFFAH08CA
桃園區,房地(土地+建物)+車位,桃園市桃園區正光路301~330號,23.94,住,,,1081105,土地1建物1車位1,十二層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080814,171.85,2,2,2,有,有,16580000,101344.0,坡道平面,23.05,1500000,,RPVRMLKMKIOFFAH88CA
桃園區,房地(土地+建物)+車位,桃園市桃園區正光路301~330號,35.68,住,,,1081105,土地1建物1車位1,六層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080814,241.96,3,2,2,有,無,22310000,94148.0,坡道平面,23.05,1700000,,RPXOMLQLKIOFFAH66CA
桃園區,房地(土地+建物)+車位,桃園市桃園區新埔三街38巷1~30號,15.3,住,,,1081122,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070529,109.7,1,1,1,有,有,6750000,65789.0,坡道平面,33.7,1750000,,RPQPMLQLKIOFFAH68CA
桃園區,房地(土地+建物)+車位,桃園市桃園區新埔三街38巷1~30號,25.64,住,,,1081122,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070529,165.51,3,2,2,有,有,11800000,76222.0,坡道平面,34.97,1850000,,RPRPMLQLKIOFFAH78CA
桃園區,房地(土地+建物)+車位,桃園市桃園區新埔三街38巷1~30號,21.5,住,,,1081125,土地1建物1車位1,一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070529,141.83,2,2,1,有,有,10450000,79996.0,坡道平面,33.7,1800000,,RPSPMLQLKIOFFAH88CA
桃園區,房地(土地+建物)+車位,桃園市桃園區正光路301~330號,23.94,住,,,1081105,土地1建物1車位1,四層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080814,171.20999999999995,2,2,2,有,有,13600000,81668.0,坡道平面,23.05,1500000,,RPUPMLPLKIOFFAH98CA
桃園區,房地(土地+建物)+車位,桃園市桃園區正光路301~330號,23.94,住,,,1081105,土地1建物1車位1,八層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080814,171.20999999999995,2,2,2,有,有,15470000,92940.0,坡道平面,23.05,1700000,,RPVPMLPLKIOFFAH09CA
桃園區,房地(土地+建物)+車位,桃園市桃園區正光路301~330號,24.0,住,,,1081105,土地1建物1車位1,三層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080814,163.85,2,2,2,有,有,14120000,88210.0,坡道平面,23.05,1700000,,RPXQMLPLKIOFFAH76CA
桃園區,房地(土地+建物)+車位,桃園市桃園區正光路301~330號,36.26,住,,,1081105,土地1建物1車位2,六層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080814,265.01,3,2,2,有,有,23280000,92641.0,坡道平面,46.1,3000000,,RPORMLPLKIOFFAH58CA
桃園區,房地(土地+建物)+車位,桃園市桃園區正光路301~330號,31.98,住,,,1081105,土地1建物1車位1,三層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080814,212.21,3,2,2,有,有,21400000,104145.0,坡道平面,23.05,1700000,,RPPRMLPLKIOFFAH68CA
桃園區,房地(土地+建物)+車位,桃園市桃園區正光路301~330號,23.94,住,,,1081105,土地1建物1車位1,九層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080814,171.85,2,2,2,有,有,15680000,93952.0,坡道平面,23.05,1700000,,RPQRMLPLKIOFFAH78CA
桃園區,房地(土地+建物)+車位,桃園市桃園區正光路301~330號,36.26,住,,,1081105,土地1建物1車位2,十八層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080814,265.01,3,2,2,有,有,25400000,100498.0,坡道平面,46.1,3400000,,RPRRMLPLKIOFFAH88CA
桃園區,房地(土地+建物)+車位,桃園市桃園區中埔二街151~180號,18.38,住,,,1081021,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840809,156.9,3,2,2,有,有,8400000,53537.0,坡道平面,0.0,0,,RPSQMLOLKIOFFAH78CA
桃園區,房地(土地+建物)+車位,桃園市桃園區春日路1111~1140號,10.3,住,,,1081103,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890831,119.38,1,1,1,有,有,5700000,47747.0,坡道平面,0.0,0,,RPORMLTKKIOFFAH88CA
桃園區,房地(土地+建物)+車位,桃園市桃園區正光路301~330號,24.0,住,,,1081105,土地1建物1車位1,四層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080814,171.20999999999995,2,2,2,有,有,14950000,90780.0,坡道平面,23.05,1500000,,RPXOMLPLKIOFFAH56CA
桃園區,房地(土地+建物)+車位,桃園市桃園區正光路301~330號,36.26,住,,,1081105,土地1建物1車位2,十八層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080814,265.01,3,2,2,有,有,25210000,98716.0,坡道平面,46.1,3600000,,RPOPMLPLKIOFFAH38CA
桃園區,房地(土地+建物)+車位,桃園市桃園區正光路301~330號,36.26,住,,,1081105,土地1建物1車位2,二十層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080814,264.31,3,2,2,有,有,25080000,99354.0,坡道平面,46.1,3400000,,RPQPMLPLKIOFFAH58CA
桃園區,房地(土地+建物)+車位,桃園市桃園區正光路271~300號,37.26,住,,,1081105,土地1建物1車位2,十五層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080814,274.82,2,2,3,有,有,25550000,96843.0,坡道平面,46.1,3400000,,RPSPMLPLKIOFFAH78CA
桃園區,房地(土地+建物)+車位,桃園市桃園區大興西路二段69巷91~120號,16.63,住,,,1081011,土地2建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000309,125.32,3,2,1,有,有,9000000,71816.0,坡道平面,32.44,0,,RPPQMLTKKIOFFAH88CA
桃園區,房地(土地+建物),桃園市桃園區國鼎一街1~30號,11.83,住,,,1081125,土地1建物1車位0,六層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840120,105.62,3,2,2,有,有,5000000,47340.0,,0.0,0,,RPSNMLNKKIOFFAH28CA
桃園區,房地(土地+建物)+車位,桃園市桃園區吉安一街181~210號,18.0,住,,,1081006,土地1建物1車位1,二十層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070323,152.95,3,2,1,有,有,13300000,97056.0,坡道平面,27.25,1100000,親友、員工或其他特殊關係間之交易。;,RPOOMLMKKIOFFAH87CA
桃園區,房地(土地+建物)+車位,桃園市桃園區吉安一街181~210號,12.16,住,,,1081018,土地1建物1車位1,十五層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070323,112.07,2,2,1,有,有,9000000,91959.0,坡道平面,27.25,1200000,,RPQOMLMKKIOFFAH08CA
桃園區,房地(土地+建物),桃園市桃園區國豐六街31~60號,14.15,住,,,1081101,土地1建物1車位0,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961023,75.94999999999997,2,1,1,有,有,5200000,68466.0,,0.0,0,,RPPRMLLKKIOFFAH18CA
桃園區,房地(土地+建物)+車位,桃園市桃園區莊敬路一段181巷1~30號,17.87,住,,,1081113,土地1建物1車位1,十三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840519,136.67,3,2,2,有,有,6950000,50856.0,坡道平面,0.0,0,,RPQPMLLKKIOFFAH08CA
桃園區,房地(土地+建物)+車位,桃園市桃園區中埔六街91~120號,14.59,住,,,1081103,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900803,156.78,3,2,2,有,有,13080000,83429.0,坡道平面,19.68,0,,RPUNMLKKKIOFFAH18CA
桃園區,房地(土地+建物)+車位,桃園市桃園區中正路1381~1410號,13.92,住,,,1080628,土地1建物1車位1,二層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830803,142.46,3,2,2,有,有,9200000,64584.0,坡道平面,0.0,0,,RPTPMLRKKIOFFAH98CA
桃園區,房地(土地+建物)+車位,桃園市桃園區中埔六街91~120號,14.4,住,,,1081103,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880721,152.25,3,2,2,有,有,10260000,67389.0,坡道平面,0.0,0,,RPTPMLSKKIOFFAH09CA
桃園區,房地(土地+建物),桃園市桃園區寶慶路421~450號,16.82,住,,,1081104,土地1建物1車位0,三層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831005,105.93,3,2,2,有,有,5700000,53809.0,,0.0,0,,RPVOMLKLKIOFFAH48CA
桃園區,房地(土地+建物)+車位,桃園市桃園區龍安街121~150號,21.75,住,,,1081106,土地1建物1車位2,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0910731,217.42,4,3,2,有,有,2367823,10891.0,坡道平面,32.95,0,親友、員工或其他特殊關係間之交易。;,RPOOMLNLKIOFFAH08CA
桃園區,房地(土地+建物),桃園市桃園區瑞慶路391~420號,10.24,住,,,1081011,土地1建物1車位0,十七層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831005,99.8,2,2,1,有,有,7000000,70140.0,,0.0,0,,RPUPMLNLKIOFFAH78CA
桃園區,房地(土地+建物)+車位,桃園市桃園區力行路271~300號,20.73,住,,,1081124,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061124,152.34,3,2,2,有,有,11200000,78674.0,坡道平面,27.14,1350000,,RPWQMLKMKIOFFAH88CA
桃園區,房地(土地+建物)+車位,桃園市桃園區長春路31~60號,31.5,住,,,1081109,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080321,220.61,3,2,2,有,有,13930000,64026.0,坡道平面,26.47,1500000,,RPVQMLLMKIOFFAH88CA
桃園區,房地(土地+建物)+車位,桃園市桃園區長春路31~60號,31.5,住,,,1081021,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080321,220.61,3,2,2,有,有,14800000,69537.0,坡道平面,26.47,1300000,,RPWQMLLMKIOFFAH98CA
桃園區,房地(土地+建物)+車位,桃園市桃園區長春路31~60號,31.04,住,,,1081118,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080321,217.9,3,2,2,有,有,15000000,70522.0,坡道平面,26.47,1500000,,RPXQMLLMKIOFFAH09CA
中壢區,房地(土地+建物)+車位,桃園市中壢區文化二路301~330號,23.5,住,,,1081027,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960430,159.59,3,2,2,有,有,8000000,50128.0,坡道平面,0.0,0,,RPOPMLNKKIOFFBH18CA
中壢區,房地(土地+建物),桃園市中壢區環西路二段226巷1~30號,10.23,住,,,1080722,土地1建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980703,105.91,3,2,2,有,無,7300000,68926.0,,0.0,0,,RPTNMLLLKIOFFBH38CA
龍潭區,房地(土地+建物)+車位,桃園市龍潭區百年二街15巷1~30號,75.39,,鄉村區,乙種建築用地,1081117,土地2建物4車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860130,280.93,5,2,3,有,有,8800000,31325.0,坡道平面,40.33,0,2戶合併,RPTOMLLKKIOFFCH48CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區大正街1~30號,17.15,住,,,1081108,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001202,165.08,3,2,2,有,有,12500000,75721.0,坡道平面,36.47,0,,RPRNMLNJJHPFFEH38CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區新南路一段31~60號,26.07,住,,,1081031,土地1建物1車位2,十八層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020701,354.06,3,2,3,有,有,27000000,76258.0,坡道平面,53.53,0,,RPRPMLNJJHPFFEH58CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區南順一街61~90號,27.47,住,,,1070630,土地1建物1車位2,九層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080925,236.87,3,2,2,有,有,14990000,77463.0,坡道平面,87.26,3400000,,RPPNMLPJJHPFFEH38CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區南順一街61~90號,23.32,住,,,1071202,土地1建物1車位1,五層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080925,160.09,3,2,2,有,有,12000000,82038.0,坡道平面,32.72,1550000,,RPQNMLPJJHPFFEH48CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區南順一街61~90號,19.52,住,,,1061010,土地1建物1車位1,五層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080925,139.13,2,2,2,有,有,9280000,72644.0,坡道平面,32.72,1550000,,RPRNMLPJJHPFFEH58CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區南順一街61~90號,21.47,住,,,1080415,土地1建物1車位1,八層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080925,150.03,2,2,2,有,有,10500000,76294.0,坡道平面,32.72,1550000,,RPSNMLPJJHPFFEH68CA
